# Atmospheric Model 58022109
# Col. #1          #2           #3            #4
# Alt [km]    rho [g/cm^3] thick [g/cm^2]    n-1
0.00000E+00 1.16603E-03 1.05879E+03 3.00000E-03
1.00000E+00 1.06006E-03 9.47567E+02 3.00000E-03
2.00000E+00 9.63732E-04 8.46454E+02 3.00000E-03
3.00000E+00 8.76172E-04 7.54528E+02 3.00000E-03
4.00000E+00 7.94908E-04 6.70971E+02 3.00000E-03
5.00000E+00 7.15208E-04 5.95536E+02 3.00000E-03
6.00000E+00 6.43500E-04 5.27663E+02 3.00000E-03
7.00000E+00 5.78982E-04 4.66596E+02 3.00000E-03
8.00000E+00 5.20935E-04 4.11651E+02 3.00000E-03
9.00000E+00 4.68707E-04 3.62215E+02 3.00000E-03
1.00000E+01 4.19101E-04 3.17769E+02 3.00000E-03
1.10000E+01 3.67951E-04 2.78472E+02 3.00000E-03
1.20000E+01 3.23044E-04 2.43971E+02 3.00000E-03
1.30000E+01 2.83618E-04 2.13680E+02 3.00000E-03
1.40000E+01 2.49003E-04 1.87087E+02 3.00000E-03
1.50000E+01 2.18614E-04 1.63739E+02 3.00000E-03
1.60000E+01 1.91933E-04 1.43240E+02 3.00000E-03
1.70000E+01 1.68509E-04 1.25244E+02 3.00000E-03
1.80000E+01 1.47944E-04 1.09443E+02 3.00000E-03
1.90000E+01 1.29888E-04 9.55714E+01 3.00000E-03
2.00000E+01 1.14037E-04 8.33923E+01 3.00000E-03
2.10000E+01 1.00119E-04 7.26996E+01 3.00000E-03
2.20000E+01 8.79007E-05 6.33119E+01 3.00000E-03
2.30000E+01 7.71733E-05 5.50698E+01 3.00000E-03
2.40000E+01 6.77551E-05 4.78336E+01 3.00000E-03
2.50000E+01 5.94863E-05 4.14805E+01 3.00000E-03
2.75000E+01 4.23592E-05 2.88122E+01 3.00000E-03
3.00000E+01 2.93222E-05 1.99518E+01 3.00000E-03
3.25000E+01 2.03002E-05 1.38180E+01 3.00000E-03
3.50000E+01 1.40561E-05 9.57123E+00 3.00000E-03
3.75000E+01 9.73380E-06 6.63055E+00 3.00000E-03
4.00000E+01 6.74151E-06 4.59400E+00 3.00000E-03
4.25000E+01 4.66969E-06 3.18343E+00 3.00000E-03
4.50000E+01 3.23500E-06 2.20630E+00 3.00000E-03
4.75000E+01 2.24139E-06 1.52934E+00 3.00000E-03
5.00000E+01 1.55315E-06 1.06027E+00 3.00000E-03
5.50000E+01 7.46051E-07 5.09935E-01 3.00000E-03
6.00000E+01 3.58541E-07 2.45524E-01 3.00000E-03
6.50000E+01 1.72393E-07 1.18425E-01 3.00000E-03
7.00000E+01 8.29297E-08 5.73006E-02 3.00000E-03
7.50000E+01 3.99122E-08 2.78906E-02 3.00000E-03
8.00000E+01 1.92177E-08 1.37333E-02 3.00000E-03
8.50000E+01 9.25759E-09 6.91516E-03 3.00000E-03
9.00000E+01 4.46158E-09 3.63007E-03 3.00000E-03
9.50000E+01 2.15116E-09 2.04656E-03 3.00000E-03
1.00000E+02 1.00000E-09 1.28292E-03 3.00000E-03
1.05000E+02 9.52381E-10 7.82920E-04 3.00000E-03
1.10000E+02 9.09091E-10 2.82920E-04 3.00000E-03
1.15000E+02 8.69565E-10 1.00000E-05 3.00000E-03
1.20000E+02 8.33333E-10 0.00000E+00 3.00000E-03
