# Atmospheric Model 5101201810
# Col. #1          #2           #3            #4
# Alt [km]    rho [g/cm^3] thick [g/cm^2]    n-1
0.00000E+00 1.13139E-03 1.04407E+03 3.00000E-03
1.00000E+00 1.02918E-03 9.36120E+02 3.00000E-03
2.00000E+00 9.36207E-04 8.37924E+02 3.00000E-03
3.00000E+00 8.51631E-04 7.48599E+02 3.00000E-03
4.00000E+00 7.74029E-04 6.67350E+02 3.00000E-03
5.00000E+00 7.00939E-04 5.93662E+02 3.00000E-03
6.00000E+00 6.34762E-04 5.26932E+02 3.00000E-03
7.00000E+00 5.74842E-04 4.66501E+02 3.00000E-03
8.00000E+00 5.20586E-04 4.11774E+02 3.00000E-03
9.00000E+00 4.71460E-04 3.62213E+02 3.00000E-03
1.00000E+01 4.23358E-04 3.17375E+02 3.00000E-03
1.10000E+01 3.71016E-04 2.77714E+02 3.00000E-03
1.20000E+01 3.25146E-04 2.42956E+02 3.00000E-03
1.30000E+01 2.84947E-04 2.12496E+02 3.00000E-03
1.40000E+01 2.49720E-04 1.85801E+02 3.00000E-03
1.50000E+01 2.18848E-04 1.62407E+02 3.00000E-03
1.60000E+01 1.91793E-04 1.41905E+02 3.00000E-03
1.70000E+01 1.68083E-04 1.23937E+02 3.00000E-03
1.80000E+01 1.47305E-04 1.08190E+02 3.00000E-03
1.90000E+01 1.29096E-04 9.43903E+01 3.00000E-03
2.00000E+01 1.13138E-04 8.22961E+01 3.00000E-03
2.10000E+01 9.91525E-05 7.16970E+01 3.00000E-03
2.20000E+01 8.68964E-05 6.24080E+01 3.00000E-03
2.30000E+01 7.61554E-05 5.42672E+01 3.00000E-03
2.40000E+01 6.67423E-05 4.71327E+01 3.00000E-03
2.50000E+01 5.84928E-05 4.08800E+01 3.00000E-03
2.75000E+01 4.15124E-05 2.84503E+01 3.00000E-03
3.00000E+01 2.88173E-05 1.97555E+01 3.00000E-03
3.25000E+01 2.00066E-05 1.37194E+01 3.00000E-03
3.50000E+01 1.38912E-05 9.52854E+00 3.00000E-03
3.75000E+01 9.64604E-06 6.61859E+00 3.00000E-03
4.00000E+01 6.69889E-06 4.59783E+00 3.00000E-03
4.25000E+01 4.65265E-06 3.19440E+00 3.00000E-03
4.50000E+01 3.23178E-06 2.21962E+00 3.00000E-03
4.75000E+01 2.24505E-06 1.54249E+00 3.00000E-03
5.00000E+01 1.55974E-06 1.07209E+00 3.00000E-03
5.50000E+01 7.53065E-07 5.18165E-01 3.00000E-03
6.00000E+01 3.63731E-07 2.50677E-01 3.00000E-03
6.50000E+01 1.75749E-07 1.21458E-01 3.00000E-03
7.00000E+01 8.49512E-08 5.90115E-02 3.00000E-03
7.50000E+01 4.10776E-08 2.88219E-02 3.00000E-03
8.00000E+01 1.98701E-08 1.42216E-02 3.00000E-03
8.50000E+01 9.61497E-09 7.15804E-03 3.00000E-03
9.00000E+01 4.65425E-09 3.73950E-03 3.00000E-03
9.50000E+01 2.25373E-09 2.08446E-03 3.00000E-03
1.00000E+02 1.00000E-09 1.28292E-03 3.00000E-03
1.05000E+02 9.52381E-10 7.82920E-04 3.00000E-03
1.10000E+02 9.09091E-10 2.82920E-04 3.00000E-03
1.15000E+02 8.69565E-10 1.00000E-05 3.00000E-03
1.20000E+02 8.33333E-10 0.00000E+00 3.00000E-03
